Order_ID,Order_Date,Year,Month,Quarter,Season,Customer_ID,Customer_Gender,Customer_Segment,Region,Country,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_%,Shipping_Cost,Shipping_Method,Shipping_Days,Payment_Method,Order_Status
ORD-002693,2023-09-11,2023,9,Q3,Fall,CUST-05949,Female,Regular,Asia,Japan,Electronics,Tablets,iPad Pro 12.9,1043.35,2,0.4,1252.02,1312.32,-60.3,-4.82,5.14,Economy,23,Apple Pay,Delivered
ORD-002694,2023-03-27,2023,3,Q1,Spring,CUST-07411,Male,Regular,Europe,France,Electronics,Tablets,iPad Pro 12.9,863.16,8,0.0,6905.28,3707.79,3197.49,46.31,5.39,Economy,8,PayPal,Delivered
ORD-002695,2023-07-13,2023,7,Q3,Summer,CUST-05010,Male,Premium,Middle East,Kuwait,Clothing,Women's Wear,Yoga Pants,67.07,5,0.0,335.35,239.8,95.55,28.49,7.82,Economy,13,Bank Transfer,Delivered
ORD-002696,2022-04-02,2022,4,Q2,Spring,CUST-03195,Female,Regular,Europe,Spain,Beauty & Health,Skincare,Vitamin C Serum,62.89,2,0.0,125.78,76.32,49.46,39.32,90.58,Overnight,11,PayPal,Processing
ORD-002697,2024-03-15,2024,3,Q1,Spring,CUST-04234,Male,VIP,Europe,Italy,Beauty & Health,Skincare,Sunscreen SPF50,58.75,2,0.5,58.75,80.68,-21.93,-37.33,23.22,Express,14,Debit Card,Delivered
ORD-002698,2023-11-02,2023,11,Q4,Fall,CUST-02783,Male,Regular,North America,Mexico,Home & Kitchen,Furniture,Bookshelf 5-Tier,381.65,2,0.0,763.3,477.0,286.3,37.51,69.66,Overnight,9,Bank Transfer,Delivered
ORD-002699,2022-01-07,2022,1,Q1,Winter,CUST-04648,Female,Regular,North America,Canada,Clothing,Women's Wear,High-Waist Jeans,111.85,2,0.0,223.7,153.85,69.85,31.22,10.83,Standard,3,Cash on Delivery,Delivered
ORD-002700,2023-02-07,2023,2,Q1,Winter,CUST-02311,Female,Regular,Europe,Italy,Books & Media,Books,Atomic Habits,16.13,5,0.5,40.32,45.1,-4.78,-11.86,38.13,Express,10,Cash on Delivery,Cancelled
ORD-002701,2022-08-27,2022,8,Q3,Summer,CUST-04884,Male,Regular,North America,Canada,Home & Kitchen,Kitchen Tools,Storage Container Set,68.0,8,0.25,408.0,321.31,86.69,21.25,64.91,Overnight,3,Bank Transfer,Cancelled
ORD-002702,2024-07-20,2024,7,Q3,Summer,CUST-05701,Male,Regular,Europe,Italy,Books & Media,Software,Photo Editing Suite,196.08,1,0.0,196.08,107.39,88.69,45.23,5.74,Standard,7,Cash on Delivery,Delivered
ORD-002703,2022-12-22,2022,12,Q4,Winter,CUST-04559,Female,Regular,Middle East,Jordan,Clothing,Men's Wear,Hoodie Sweatshirt,68.48,6,0.05,390.34,242.95,147.39,37.76,7.35,Standard,10,Debit Card,Returned
ORD-002704,2024-08-06,2024,8,Q3,Summer,CUST-07524,Female,Regular,Europe,France,Beauty & Health,Skincare,Moisturizing Cream,69.35,2,0.0,138.7,84.31,54.39,39.21,15.84,Standard,10,Apple Pay,Delivered
ORD-002705,2022-11-24,2022,11,Q4,Fall,CUST-05557,Female,Regular,Middle East,Egypt,Home & Kitchen,Furniture,Study Desk,392.02,2,0.0,784.04,404.59,379.45,48.4,40.72,Express,12,Cash on Delivery,Delivered
ORD-002706,2023-10-11,2023,10,Q4,Fall,CUST-02177,Female,New,Europe,Spain,Clothing,Men's Wear,Slim Fit Jeans,95.62,1,0.3,66.93,65.35,1.58,2.36,43.92,Express,10,Google Pay,Returned
ORD-002707,2023-11-16,2023,11,Q4,Fall,CUST-03537,Female,Regular,Middle East,Jordan,Electronics,Headphones,AirPods Pro,152.76,1,0.4,91.66,98.48,-6.82,-7.44,32.32,Express,17,Apple Pay,Delivered
ORD-002708,2021-09-29,2021,9,Q3,Fall,CUST-05510,Female,Regular,Europe,UK,Home & Kitchen,Furniture,Office Chair,316.52,2,0.0,633.04,455.19,177.85,28.09,18.85,Standard,6,Google Pay,Returned
ORD-002709,2022-12-28,2022,12,Q4,Winter,CUST-01098,Female,New,Middle East,UAE,Electronics,Tablets,Lenovo Tab P12,532.97,1,0.1,479.67,370.76,108.91,22.71,77.15,Overnight,17,Credit Card,Delivered
ORD-002710,2023-05-06,2023,5,Q2,Spring,CUST-04087,Male,Premium,Asia,India,Electronics,Tablets,Amazon Fire HD 10,714.81,1,0.1,643.33,376.06,267.27,41.54,33.4,Express,23,Cash on Delivery,Processing
ORD-002711,2022-06-20,2022,6,Q2,Summer,CUST-02874,Male,VIP,Asia,South Korea,Home & Kitchen,Furniture,Bedside Table,205.96,1,0.05,195.66,107.14,88.52,45.24,87.19,Overnight,23,Google Pay,Delivered
ORD-002712,2024-08-26,2024,8,Q3,Summer,CUST-03377,Male,New,North America,Canada,Clothing,Footwear,Vans Old Skool,187.98,2,0.0,375.96,225.8,150.16,39.94,7.72,Standard,10,Bank Transfer,Returned
ORD-002713,2023-03-26,2023,3,Q1,Spring,CUST-03068,Female,Regular,Middle East,UAE,Clothing,Women's Wear,Blouse Top,24.64,2,0.0,49.28,23.88,25.4,51.54,95.41,Overnight,7,Cash on Delivery,Delivered
ORD-002714,2024-09-18,2024,9,Q3,Fall,CUST-04093,Male,New,Middle East,Kuwait,Electronics,Tablets,Huawei MatePad 11,555.71,1,0.4,333.43,262.75,70.68,21.2,5.61,Economy,13,Google Pay,Delivered
ORD-002715,2023-10-06,2023,10,Q4,Fall,CUST-06029,Female,New,Asia,China,Books & Media,Books,Thinking Fast and Slow,26.7,3,0.25,60.07,54.1,5.97,9.94,5.49,Economy,16,Google Pay,Delivered
ORD-002716,2023-08-10,2023,8,Q3,Summer,CUST-07551,Female,Regular,Middle East,Egypt,Books & Media,Software,Antivirus Pro,136.37,1,0.4,81.82,89.31,-7.49,-9.15,2.93,Economy,8,Debit Card,Cancelled
ORD-002717,2023-10-02,2023,10,Q4,Fall,CUST-03274,Male,VIP,Middle East,Jordan,Beauty & Health,Skincare,Retinol Night Cream,29.45,1,0.4,17.67,16.08,1.59,9.0,73.87,Overnight,14,Bank Transfer,Delivered
ORD-002718,2023-08-02,2023,8,Q3,Summer,CUST-01666,Female,Premium,Middle East,Jordan,Electronics,Laptops,Dell XPS 15,1564.42,3,0.3,3285.28,2752.74,532.54,16.21,16.78,Standard,16,Debit Card,Returned
ORD-002719,2022-07-16,2022,7,Q3,Summer,CUST-03348,Female,Regular,North America,USA,Books & Media,Books,The Psychology of Money,31.91,5,0.4,95.73,73.74,21.99,22.97,79.46,Overnight,8,Apple Pay,Delivered
ORD-002720,2021-08-01,2021,8,Q3,Summer,CUST-03379,Female,Regular,North America,Mexico,Beauty & Health,Supplements,Collagen Peptides,38.68,5,0.0,193.4,105.74,87.66,45.33,28.32,Express,5,Cash on Delivery,Processing
ORD-002721,2023-04-09,2023,4,Q2,Spring,CUST-07483,Male,Premium,North America,Canada,Beauty & Health,Skincare,Moisturizing Cream,25.08,1,0.05,23.83,13.14,10.69,44.86,61.84,Overnight,8,Google Pay,Returned
ORD-002722,2022-03-23,2022,3,Q1,Spring,CUST-05869,Female,Regular,Europe,Spain,Home & Kitchen,Kitchen Tools,Storage Container Set,17.72,7,0.2,99.23,92.94,6.29,6.34,41.91,Express,6,Google Pay,Returned
ORD-002723,2021-11-26,2021,11,Q4,Fall,CUST-03027,Male,New,Europe,Italy,Books & Media,Software,Antivirus Pro,165.57,1,0.3,115.9,106.87,9.03,7.79,33.95,Express,11,Apple Pay,Returned
ORD-002724,2022-12-22,2022,12,Q4,Winter,CUST-05122,Female,Premium,Asia,India,Clothing,Footwear,Converse Chuck Taylor,158.71,3,0.2,380.9,335.04,45.86,12.04,7.26,Economy,25,Credit Card,Delivered
ORD-002725,2023-06-21,2023,6,Q2,Summer,CUST-04616,Male,Regular,Asia,China,Home & Kitchen,Furniture,Bedside Table,424.12,1,0.25,318.09,280.46,37.63,11.83,15.29,Standard,10,Bank Transfer,Delivered
ORD-002726,2022-10-20,2022,10,Q4,Fall,CUST-06494,Male,Premium,Asia,China,Beauty & Health,Supplements,Vitamin D3,44.16,1,0.0,44.16,24.45,19.71,44.63,9.99,Standard,19,Apple Pay,Returned
ORD-002727,2022-07-19,2022,7,Q3,Summer,CUST-05535,Male,New,Asia,China,Electronics,Smartphones,OnePlus 11,697.87,2,0.05,1325.95,872.64,453.31,34.19,90.08,Overnight,20,Cash on Delivery,Returned
ORD-002728,2023-10-22,2023,10,Q4,Fall,CUST-03986,Male,Premium,Middle East,Egypt,Beauty & Health,Skincare,Hyaluronic Acid,63.7,1,0.1,57.33,28.8,28.53,49.76,40.72,Express,7,Debit Card,Cancelled
ORD-002729,2023-01-10,2023,1,Q1,Winter,CUST-07980,Male,Premium,North America,Canada,Beauty & Health,Skincare,Retinol Night Cream,51.73,2,0.4,62.08,75.91,-13.83,-22.28,10.24,Standard,6,Google Pay,Delivered
ORD-002730,2024-08-30,2024,8,Q3,Summer,CUST-07782,Male,VIP,Asia,Singapore,Beauty & Health,Skincare,Vitamin C Serum,72.36,7,0.3,354.56,244.16,110.4,31.14,36.58,Express,10,Cash on Delivery,Returned
ORD-002731,2024-01-08,2024,1,Q1,Winter,CUST-04875,Male,VIP,North America,Canada,Home & Kitchen,Appliances,Microwave Oven,183.67,1,0.3,128.57,125.13,3.44,2.68,29.31,Express,6,PayPal,Delivered
ORD-002732,2021-11-15,2021,11,Q4,Fall,CUST-02672,Female,New,Europe,UK,Beauty & Health,Skincare,Hyaluronic Acid,12.83,1,0.3,8.98,7.21,1.77,19.71,6.47,Economy,13,Credit Card,Delivered
ORD-002733,2022-09-23,2022,9,Q3,Fall,CUST-03866,Female,VIP,Asia,India,Beauty & Health,Skincare,Moisturizing Cream,52.86,2,0.2,84.58,58.23,26.35,31.15,5.8,Economy,21,Cash on Delivery,Delivered
ORD-002734,2023-12-19,2023,12,Q4,Winter,CUST-03405,Male,Regular,Asia,South Korea,Home & Kitchen,Furniture,Office Chair,501.66,5,0.15,2132.06,1838.67,293.39,13.76,30.61,Express,10,Debit Card,Returned
ORD-002735,2024-02-20,2024,2,Q1,Winter,CUST-07193,Female,VIP,Asia,China,Books & Media,Books,Atomic Habits,28.85,2,0.15,49.05,39.92,9.13,18.61,30.28,Express,19,Bank Transfer,Delivered
ORD-002736,2023-10-10,2023,10,Q4,Fall,CUST-07022,Female,New,Middle East,UAE,Electronics,Smartphones,Samsung Galaxy S23,559.32,1,0.0,559.32,254.45,304.87,54.51,52.96,Overnight,14,PayPal,Delivered
ORD-002737,2021-10-29,2021,10,Q4,Fall,CUST-04577,Male,Regular,North America,USA,Beauty & Health,Supplements,Whey Protein 2kg,48.99,3,0.0,146.97,85.01,61.96,42.16,81.76,Overnight,9,Bank Transfer,Delivered
ORD-002738,2021-05-02,2021,5,Q2,Spring,CUST-06248,Male,Regular,North America,Canada,Electronics,Headphones,Samsung Galaxy Buds,262.25,2,0.15,445.82,243.11,202.71,45.47,77.6,Overnight,3,Bank Transfer,Returned
ORD-002739,2022-12-03,2022,12,Q4,Winter,CUST-04580,Female,New,Asia,Japan,Electronics,Tablets,Huawei MatePad 11,741.82,3,0.0,2225.46,1620.26,605.2,27.19,81.19,Overnight,20,Credit Card,Processing
ORD-002740,2023-12-10,2023,12,Q4,Winter,CUST-07317,Male,VIP,Asia,China,Clothing,Footwear,Vans Old Skool,81.67,1,0.05,77.59,46.64,30.95,39.89,29.13,Express,20,Credit Card,Returned
ORD-002741,2024-01-18,2024,1,Q1,Winter,CUST-06166,Female,Premium,Europe,France,Clothing,Men's Wear,Formal Shirt,21.79,1,0.1,19.61,15.5,4.11,20.96,82.35,Overnight,14,Bank Transfer,Delivered
ORD-002742,2023-03-28,2023,3,Q1,Spring,CUST-07899,Female,Regular,North America,Canada,Books & Media,Books,Atomic Habits,31.89,3,0.1,86.1,53.3,32.8,38.1,5.97,Economy,5,Debit Card,Delivered
ORD-002743,2023-10-14,2023,10,Q4,Fall,CUST-05833,Male,Premium,Asia,China,Books & Media,Software,Adobe Creative Cloud,189.91,9,0.0,1709.19,1058.65,650.54,38.06,12.47,Standard,10,Apple Pay,Returned
ORD-002744,2022-08-03,2022,8,Q3,Summer,CUST-01785,Female,Regular,Middle East,Jordan,Books & Media,Books,The Psychology of Money,36.8,3,0.05,104.88,78.09,26.79,25.54,15.19,Standard,15,Credit Card,Delivered
ORD-002745,2023-08-12,2023,8,Q3,Summer,CUST-02794,Female,Regular,Middle East,Jordan,Home & Kitchen,Furniture,Bedside Table,562.29,6,0.2,2698.99,2525.58,173.41,6.42,23.35,Express,12,PayPal,Returned
ORD-002746,2022-04-29,2022,4,Q2,Spring,CUST-01304,Male,New,Middle East,Jordan,Beauty & Health,Supplements,Multivitamin Pack,26.19,4,0.0,104.76,71.86,32.9,31.41,74.41,Overnight,12,Bank Transfer,Returned
ORD-002747,2023-07-10,2023,7,Q3,Summer,CUST-01301,Female,Regular,North America,Canada,Books & Media,Software,Adobe Creative Cloud,127.24,1,0.05,120.88,82.15,38.73,32.04,2.75,Economy,9,Apple Pay,Delivered
ORD-002748,2023-04-22,2023,4,Q2,Spring,CUST-03140,Female,Premium,Middle East,Egypt,Home & Kitchen,Furniture,TV Stand,125.53,1,0.2,100.42,69.03,31.39,31.26,10.55,Standard,13,Bank Transfer,Processing
ORD-002749,2023-07-19,2023,7,Q3,Summer,CUST-07875,Male,Regular,Middle East,Egypt,Books & Media,Books,Thinking Fast and Slow,37.09,5,0.2,148.36,124.54,23.82,16.06,54.32,Overnight,17,Bank Transfer,Returned
ORD-002750,2023-07-11,2023,7,Q3,Summer,CUST-04639,Male,New,Europe,UK,Books & Media,Books,Deep Work,27.85,3,0.25,62.66,58.36,4.3,6.86,44.32,Express,8,Apple Pay,Delivered
ORD-002751,2023-05-30,2023,5,Q2,Spring,CUST-07921,Female,Regular,Asia,Japan,Clothing,Women's Wear,High-Waist Jeans,125.81,1,0.5,62.91,72.35,-9.44,-15.01,9.66,Standard,18,Cash on Delivery,Delivered
ORD-002752,2022-08-13,2022,8,Q3,Summer,CUST-02174,Female,Regular,Middle East,Egypt,Beauty & Health,Skincare,Moisturizing Cream,38.18,2,0.1,68.72,37.91,30.81,44.83,2.69,Economy,10,Cash on Delivery,Delivered
ORD-002753,2022-11-12,2022,11,Q4,Fall,CUST-06148,Female,Regular,North America,Mexico,Clothing,Footwear,Puma Running Shoes,190.83,1,0.15,162.21,105.61,56.6,34.89,63.66,Overnight,5,Cash on Delivery,Returned
ORD-002754,2023-05-18,2023,5,Q2,Spring,CUST-06710,Male,VIP,North America,Mexico,Home & Kitchen,Appliances,Blender Pro,138.53,1,0.3,96.97,83.26,13.71,14.14,82.36,Overnight,5,PayPal,Returned
ORD-002755,2022-09-13,2022,9,Q3,Fall,CUST-07007,Male,Regular,Europe,Spain,Electronics,Laptops,Lenovo ThinkPad X1,957.48,2,0.1,1723.46,880.47,842.99,48.91,34.66,Express,6,Apple Pay,Returned
ORD-002756,2022-03-22,2022,3,Q1,Spring,CUST-05150,Male,New,Asia,South Korea,Clothing,Women's Wear,High-Waist Jeans,50.19,6,0.2,240.91,146.84,94.07,39.05,4.33,Economy,20,Bank Transfer,Delivered
ORD-002757,2024-03-15,2024,3,Q1,Spring,CUST-04416,Female,Premium,Middle East,Egypt,Beauty & Health,Supplements,Multivitamin Pack,63.92,3,0.4,115.06,125.76,-10.7,-9.3,43.62,Express,10,Bank Transfer,Returned
ORD-002758,2022-02-03,2022,2,Q1,Winter,CUST-04597,Male,Regular,North America,Mexico,Clothing,Footwear,Vans Old Skool,111.33,4,0.1,400.79,295.16,105.63,26.36,61.5,Overnight,9,Credit Card,Delivered
ORD-002759,2024-01-15,2024,1,Q1,Winter,CUST-01337,Male,New,Asia,South Korea,Electronics,Tablets,iPad Pro 12.9,1006.84,4,0.05,3825.99,2868.64,957.35,25.02,10.12,Standard,19,Bank Transfer,Returned
ORD-002760,2022-02-17,2022,2,Q1,Winter,CUST-03290,Male,Regular,North America,Mexico,Clothing,Men's Wear,Slim Fit Jeans,25.69,3,0.15,65.51,53.07,12.44,18.99,6.58,Standard,9,PayPal,Delivered
ORD-002761,2024-02-09,2024,2,Q1,Winter,CUST-07347,Male,New,Middle East,Saudi Arabia,Clothing,Footwear,Nike Air Max,180.31,2,0.4,216.37,186.31,30.06,13.89,6.66,Standard,11,Apple Pay,Returned
ORD-002762,2023-09-10,2023,9,Q3,Fall,CUST-05096,Female,Regular,North America,USA,Electronics,Headphones,Samsung Galaxy Buds,116.12,2,0.0,232.24,164.44,67.8,29.19,8.2,Economy,3,PayPal,Delivered
ORD-002763,2023-06-08,2023,6,Q2,Summer,CUST-05523,Male,Regular,Europe,Germany,Home & Kitchen,Appliances,Blender Pro,137.24,1,0.0,137.24,78.65,58.59,42.69,93.14,Overnight,12,Debit Card,Delivered
ORD-002764,2023-09-04,2023,9,Q3,Fall,CUST-01532,Male,New,Europe,France,Books & Media,Books,Rich Dad Poor Dad,38.85,1,0.0,38.85,28.47,10.38,26.72,19.33,Standard,7,Debit Card,Delivered
ORD-002765,2023-03-17,2023,3,Q1,Spring,CUST-01304,Female,Premium,North America,Canada,Electronics,Headphones,Samsung Galaxy Buds,325.52,1,0.4,195.31,194.96,0.35,0.18,41.27,Express,4,PayPal,Delivered
ORD-002766,2023-06-22,2023,6,Q2,Summer,CUST-07631,Male,Regular,Europe,Italy,Books & Media,Software,VPN Premium 1Y,234.54,1,0.0,234.54,174.54,60.0,25.58,16.44,Standard,13,Debit Card,Delivered
ORD-002767,2023-10-13,2023,10,Q4,Fall,CUST-02597,Male,New,Asia,India,Beauty & Health,Skincare,Retinol Night Cream,88.85,4,0.0,355.4,215.95,139.45,39.24,87.72,Overnight,10,PayPal,Delivered
ORD-002768,2022-05-09,2022,5,Q2,Spring,CUST-06351,Female,New,Europe,France,Electronics,Headphones,Samsung Galaxy Buds,91.98,1,0.0,91.98,54.7,37.28,40.53,4.28,Economy,10,Google Pay,Returned
ORD-002769,2022-04-11,2022,4,Q2,Spring,CUST-02416,Male,New,North America,Canada,Books & Media,Books,Atomic Habits,16.93,5,0.25,63.49,43.89,19.6,30.87,24.58,Express,6,Apple Pay,Processing
ORD-002770,2023-06-07,2023,6,Q2,Summer,CUST-03389,Male,Regular,Europe,Spain,Clothing,Women's Wear,Blouse Top,22.91,2,0.1,41.24,28.77,12.47,30.24,74.47,Overnight,10,Google Pay,Returned
ORD-002771,2022-02-04,2022,2,Q1,Winter,CUST-07172,Female,Regular,North America,Canada,Beauty & Health,Supplements,Omega-3 Fish Oil,54.01,3,0.25,121.52,99.46,22.06,18.15,42.09,Express,7,Apple Pay,Delivered
ORD-002772,2024-03-15,2024,3,Q1,Spring,CUST-05457,Male,New,Middle East,UAE,Books & Media,Books,Rich Dad Poor Dad,35.27,4,0.15,119.92,104.88,15.04,12.54,91.58,Overnight,12,Apple Pay,Delivered
ORD-002773,2023-08-25,2023,8,Q3,Summer,CUST-01778,Male,Regular,North America,Mexico,Electronics,Smartphones,OnePlus 11,972.91,1,0.0,972.91,617.92,354.99,36.49,23.47,Express,5,Cash on Delivery,Delivered
ORD-002774,2022-02-14,2022,2,Q1,Winter,CUST-01399,Male,Regular,Middle East,Jordan,Books & Media,Books,Deep Work,15.79,1,0.05,15.0,7.63,7.37,49.13,4.12,Economy,8,Apple Pay,Delivered
ORD-002775,2022-09-12,2022,9,Q3,Fall,CUST-01446,Male,Regular,Asia,China,Electronics,Laptops,Dell XPS 15,1221.06,1,0.0,1221.06,860.56,360.5,29.52,44.28,Express,22,Apple Pay,Delivered
ORD-002776,2022-09-15,2022,9,Q3,Fall,CUST-02558,Male,Regular,Asia,India,Clothing,Women's Wear,Maxi Skirt,128.6,2,0.05,244.34,133.57,110.77,45.33,52.62,Overnight,14,Credit Card,Returned
ORD-002777,2024-06-23,2024,6,Q2,Summer,CUST-05945,Female,Regular,Asia,Japan,Electronics,Tablets,iPad Pro 12.9,721.96,3,0.4,1299.53,1166.39,133.14,10.25,10.02,Standard,13,Google Pay,Delivered
ORD-002778,2024-02-10,2024,2,Q1,Winter,CUST-02850,Female,New,Asia,China,Books & Media,Books,Atomic Habits,35.25,3,0.15,89.89,60.69,29.2,32.48,57.86,Overnight,23,Debit Card,Delivered
ORD-002779,2022-02-14,2022,2,Q1,Winter,CUST-04923,Male,Regular,North America,USA,Beauty & Health,Supplements,Vitamin D3,38.5,3,0.1,103.95,55.77,48.18,46.35,44.19,Express,9,Apple Pay,Delivered
ORD-002780,2022-10-03,2022,10,Q4,Fall,CUST-01664,Female,New,Europe,France,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,17.93,3,0.1,48.41,33.58,14.83,30.63,5.52,Economy,9,Credit Card,Delivered
ORD-002781,2022-12-15,2022,12,Q4,Winter,CUST-02337,Female,Regular,Asia,Singapore,Beauty & Health,Skincare,Retinol Night Cream,36.97,10,0.0,369.7,180.62,189.08,51.14,7.55,Economy,21,Debit Card,Returned
ORD-002782,2022-09-20,2022,9,Q3,Fall,CUST-01766,Male,Regular,North America,Canada,Beauty & Health,Skincare,Retinol Night Cream,75.25,1,0.3,52.67,53.32,-0.65,-1.23,9.76,Standard,4,PayPal,Delivered
ORD-002783,2024-06-03,2024,6,Q2,Summer,CUST-06511,Male,VIP,Middle East,Egypt,Electronics,Laptops,HP Spectre x360,1933.27,1,0.3,1353.29,1050.78,302.51,22.35,5.52,Economy,8,Credit Card,Returned
ORD-002784,2023-10-17,2023,10,Q4,Fall,CUST-06362,Male,New,Asia,Singapore,Home & Kitchen,Appliances,Rice Cooker,270.67,3,0.0,812.01,531.64,280.37,34.53,65.51,Overnight,20,Debit Card,Returned
ORD-002785,2024-02-11,2024,2,Q1,Winter,CUST-04780,Male,Premium,North America,Canada,Electronics,Laptops,HP Spectre x360,614.14,8,0.0,4913.12,3168.27,1744.85,35.51,9.06,Economy,4,Credit Card,Delivered
ORD-002786,2024-08-28,2024,8,Q3,Summer,CUST-03002,Female,VIP,Europe,UK,Electronics,Smartphones,iPhone 14,904.89,1,0.25,678.67,465.08,213.59,31.47,11.83,Standard,5,Google Pay,Delivered
ORD-002787,2024-01-28,2024,1,Q1,Winter,CUST-01468,Female,New,Middle East,Egypt,Home & Kitchen,Furniture,Bedside Table,86.35,3,0.0,259.05,160.85,98.2,37.91,43.43,Express,18,Cash on Delivery,Delivered
ORD-002788,2023-09-10,2023,9,Q3,Fall,CUST-04875,Female,Regular,Europe,France,Home & Kitchen,Appliances,Air Fryer 5.5L,143.71,1,0.1,129.34,73.54,55.8,43.14,17.54,Standard,9,Bank Transfer,Delivered
ORD-002789,2023-09-12,2023,9,Q3,Fall,CUST-02034,Male,Regular,Europe,UK,Beauty & Health,Skincare,Sunscreen SPF50,82.77,9,0.3,521.45,367.81,153.64,29.46,9.16,Economy,9,Apple Pay,Returned
ORD-002790,2024-05-07,2024,5,Q2,Spring,CUST-03286,Female,Premium,North America,Mexico,Home & Kitchen,Furniture,Office Chair,196.64,2,0.4,235.97,272.42,-36.45,-15.45,80.67,Overnight,6,Debit Card,Delivered
ORD-002791,2021-09-02,2021,9,Q3,Fall,CUST-05755,Female,Regular,Europe,UK,Electronics,Tablets,Lenovo Tab P12,553.45,2,0.15,940.87,560.64,380.23,40.41,8.02,Economy,9,Apple Pay,Delivered
ORD-002792,2024-02-01,2024,2,Q1,Winter,CUST-06183,Male,Regular,North America,USA,Home & Kitchen,Kitchen Tools,Cutting Board Set,28.96,3,0.05,82.54,51.5,31.04,37.61,82.04,Overnight,6,Apple Pay,Returned
ORD-002793,2023-04-08,2023,4,Q2,Spring,CUST-07559,Male,Regular,Middle East,Jordan,Books & Media,Books,Rich Dad Poor Dad,26.07,1,0.4,15.64,18.27,-2.63,-16.82,2.43,Economy,15,Debit Card,Delivered
ORD-002794,2023-03-10,2023,3,Q1,Spring,CUST-04040,Female,Regular,Asia,China,Home & Kitchen,Kitchen Tools,Cutting Board Set,101.23,2,0.25,151.84,109.72,42.12,27.74,28.02,Express,17,Apple Pay,Cancelled
ORD-002795,2024-05-31,2024,5,Q2,Spring,CUST-07529,Female,Regular,Europe,France,Beauty & Health,Skincare,Vitamin C Serum,63.19,3,0.3,132.7,129.2,3.5,2.64,22.3,Express,12,Debit Card,Delivered
ORD-002796,2022-11-13,2022,11,Q4,Fall,CUST-07043,Female,Regular,Asia,Singapore,Books & Media,Books,Rich Dad Poor Dad,10.56,2,0.0,21.12,12.79,8.33,39.44,4.15,Economy,10,Google Pay,Delivered
ORD-002797,2021-11-10,2021,11,Q4,Fall,CUST-06979,Male,Premium,Europe,Spain,Home & Kitchen,Kitchen Tools,Cutting Board Set,19.39,8,0.15,131.85,92.29,39.56,30.0,12.96,Standard,12,Apple Pay,Returned
ORD-002798,2023-01-03,2023,1,Q1,Winter,CUST-01740,Female,Regular,Europe,France,Electronics,Tablets,Samsung Galaxy Tab S9,853.96,2,0.4,1024.75,1078.86,-54.11,-5.28,11.39,Standard,6,Credit Card,Processing
ORD-002799,2022-12-30,2022,12,Q4,Winter,CUST-02229,Male,VIP,North America,Canada,Beauty & Health,Skincare,Retinol Night Cream,51.02,3,0.4,91.84,70.07,21.77,23.7,22.67,Express,4,Google Pay,Delivered
ORD-002800,2023-09-22,2023,9,Q3,Fall,CUST-02122,Female,Regular,North America,USA,Books & Media,Books,Thinking Fast and Slow,14.46,3,0.0,43.38,22.25,21.13,48.71,69.51,Overnight,10,Cash on Delivery,Delivered
ORD-002801,2022-09-25,2022,9,Q3,Fall,CUST-05069,Female,Regular,North America,Canada,Books & Media,Software,VPN Premium 1Y,48.36,1,0.0,48.36,31.76,16.6,34.33,7.84,Standard,5,PayPal,Delivered
ORD-002802,2022-03-09,2022,3,Q1,Spring,CUST-05990,Female,Regular,Europe,UK,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,46.39,3,0.25,104.38,98.65,5.73,5.49,86.12,Overnight,5,Credit Card,Returned
ORD-002803,2021-09-01,2021,9,Q3,Fall,CUST-06427,Female,New,Asia,India,Books & Media,Books,Rich Dad Poor Dad,17.83,2,0.15,30.31,23.0,7.31,24.12,57.17,Overnight,11,PayPal,Processing
ORD-002804,2024-03-17,2024,3,Q1,Spring,CUST-05002,Male,VIP,Asia,South Korea,Home & Kitchen,Appliances,Air Fryer 5.5L,263.15,6,0.4,947.34,882.99,64.35,6.79,31.86,Express,15,Google Pay,Delivered
ORD-002805,2023-03-30,2023,3,Q1,Spring,CUST-01849,Male,Regular,North America,USA,Beauty & Health,Skincare,Moisturizing Cream,51.65,2,0.5,51.65,49.57,2.08,4.03,22.55,Express,8,PayPal,Processing
ORD-002806,2021-12-05,2021,12,Q4,Winter,CUST-05303,Female,Regular,North America,USA,Clothing,Men's Wear,Classic T-Shirt,18.09,3,0.15,46.13,27.48,18.65,40.43,70.25,Overnight,7,PayPal,Delivered
ORD-002807,2024-01-27,2024,1,Q1,Winter,CUST-01485,Female,Regular,Asia,China,Clothing,Footwear,Adidas Ultraboost,77.2,1,0.0,77.2,55.73,21.47,27.81,94.32,Overnight,25,Google Pay,Delivered
ORD-002808,2023-03-04,2023,3,Q1,Spring,CUST-02014,Male,Regular,Asia,Singapore,Clothing,Women's Wear,Summer Dress,147.89,5,0.15,628.53,457.39,171.14,27.23,34.39,Express,15,Apple Pay,Returned
ORD-002809,2024-03-25,2024,3,Q1,Spring,CUST-02899,Male,VIP,Europe,Italy,Clothing,Men's Wear,Hoodie Sweatshirt,83.2,1,0.3,58.24,37.6,20.64,35.44,10.59,Standard,14,Cash on Delivery,Returned
